route_id,bus_number,scheduled_arrival,actual_arrival,delay_minutes,distance_km,weekday,weather,region
R005,DL6035,16:50,16:51,1.8,26.3,Thursday,Rainy,Lajpat Nagar
R002,DL5278,07:37,07:38,1.3,10.3,Sunday,Rainy,Saket
R022,DL5159,06:55,07:21,26.0,27.0,Sunday,Sunny,Noida Sector 18
R028,DL9423,07:14,07:28,14.7,10.4,Wednesday,Sunny,Connaught Place
R001,DL3448,17:04,17:25,21.0,12.4,Tuesday,Sunny,Rajouri Garden
R046,DL4796,17:15,17:32,17.7,8.4,Sunday,Sunny,Saket
R003,DL4783,15:55,16:08,13.1,12.9,Monday,Cloudy,Rohini
R024,DL9691,17:53,18:13,20.5,21.1,Wednesday,Rainy,Saket
R040,DL4008,16:58,16:55,-2.6,10.0,Sunday,Sunny,Lajpat Nagar
R022,DL3713,11:03,10:59,-3.8,27.3,Tuesday,Sunny,Rohini
R019,DL5491,08:40,08:35,-5.0,6.5,Friday,Sunny,Saket
R044,DL3400,06:01,05:56,-5.0,7.8,Monday,Sunny,Lajpat Nagar
R047,DL6320,10:51,10:57,6.2,25.9,Monday,Sunny,Rajouri Garden
R021,DL6485,06:46,06:41,-5.0,5.4,Friday,Sunny,Rohini
R006,DL6953,07:26,07:21,-5.0,5.5,Saturday,Sunny,Karol Bagh
R001,DL2888,16:40,16:42,2.8,8.1,Thursday,Sunny,Saket
R031,DL5116,08:11,08:06,-5.0,15.1,Friday,Sunny,Connaught Place
R030,DL2799,08:51,08:55,4.2,18.3,Tuesday,Sunny,Rajouri Garden
R016,DL7511,07:37,07:42,5.2,16.6,Wednesday,Cloudy,Lajpat Nagar
R002,DL1523,17:06,17:31,25.2,29.1,Tuesday,Sunny,Dwarka
R014,DL9030,17:11,17:18,7.2,12.8,Thursday,Sunny,Connaught Place
R046,DL1420,06:32,06:38,6.2,24.3,Monday,Cloudy,Rajouri Garden
R021,DL5772,11:18,11:38,20.5,29.4,Wednesday,Foggy,Lajpat Nagar
R019,DL2412,12:50,12:52,2.6,8.1,Wednesday,Foggy,Connaught Place
R038,DL9806,11:49,11:55,6.9,11.6,Friday,Sunny,Dwarka
R050,DL7525,07:05,07:19,14.8,5.4,Saturday,Sunny,Karol Bagh
R040,DL8143,16:33,16:30,-2.4,17.9,Wednesday,Cloudy,Karol Bagh
R035,DL6115,13:40,13:54,14.9,13.7,Thursday,Sunny,Rohini
R005,DL7283,07:00,06:55,-5.0,29.4,Thursday,Sunny,Saket
R047,DL6961,16:34,16:45,11.7,26.2,Wednesday,Sunny,Lajpat Nagar
R002,DL1913,14:08,14:19,11.8,16.4,Sunday,Sunny,Karol Bagh
R023,DL4462,10:24,10:25,1.0,15.0,Wednesday,Cloudy,Saket
R049,DL4099,10:56,10:59,3.2,10.7,Sunday,Rainy,Connaught Place
R049,DL3207,06:34,06:55,21.7,11.2,Thursday,Sunny,Saket
R034,DL6096,12:04,12:07,3.9,16.8,Friday,Sunny,Karol Bagh
R010,DL9057,08:47,08:57,10.4,6.4,Friday,Foggy,Saket
R030,DL4145,12:37,12:42,5.5,6.9,Friday,Sunny,Rajouri Garden
R032,DL9259,16:28,16:26,-1.6,14.1,Wednesday,Sunny,Noida Sector 18
R041,DL9061,09:05,09:04,-1.0,8.5,Thursday,Rainy,Dwarka
R048,DL6040,08:27,08:35,8.9,20.6,Wednesday,Rainy,Dwarka
R012,DL2800,11:09,11:28,19.1,8.7,Tuesday,Sunny,Rohini
R006,DL1340,16:30,16:25,-5.0,25.3,Wednesday,Cloudy,Lajpat Nagar
R046,DL7772,15:49,16:09,20.8,21.9,Monday,Cloudy,Rajouri Garden
R005,DL5692,15:49,16:00,11.4,11.5,Thursday,Sunny,Saket
R010,DL3228,08:35,08:37,2.6,12.3,Tuesday,Rainy,Lajpat Nagar
R031,DL6651,10:48,10:56,8.3,16.7,Tuesday,Rainy,Noida Sector 18
R036,DL9819,15:01,15:12,11.2,6.6,Friday,Cloudy,Saket
R009,DL1949,15:18,15:13,-5.0,8.7,Tuesday,Sunny,Noida Sector 18
R035,DL3704,13:27,13:30,3.4,28.9,Monday,Rainy,Saket
R037,DL1336,15:02,15:07,5.0,18.2,Thursday,Cloudy,Connaught Place
R027,DL1741,09:34,09:29,-5.0,22.0,Thursday,Sunny,Connaught Place
R040,DL2800,16:16,16:29,13.4,6.9,Friday,Sunny,Lajpat Nagar
R038,DL6882,15:23,15:21,-1.2,16.5,Tuesday,Cloudy,Karol Bagh
R043,DL2376,14:46,14:45,-0.6,18.7,Friday,Cloudy,Saket
R028,DL1312,06:20,06:24,4.2,9.1,Tuesday,Sunny,Lajpat Nagar
R028,DL8572,10:21,10:30,9.5,16.1,Saturday,Cloudy,Karol Bagh
R003,DL8650,07:59,08:07,8.7,11.0,Wednesday,Sunny,Rajouri Garden
R013,DL7852,14:30,14:35,5.5,29.0,Tuesday,Rainy,Saket
R047,DL1721,16:18,16:26,8.3,11.5,Wednesday,Rainy,Karol Bagh
R028,DL7455,13:52,13:49,-2.2,15.9,Monday,Rainy,Dwarka
R002,DL3122,13:26,13:32,6.6,20.6,Friday,Cloudy,Connaught Place
R003,DL2750,15:37,15:47,10.5,29.5,Thursday,Cloudy,Rajouri Garden
R015,DL2082,06:37,06:36,-0.8,27.7,Sunday,Sunny,Noida Sector 18
R020,DL7126,09:08,09:13,5.3,28.6,Saturday,Cloudy,Noida Sector 18
R031,DL3897,08:55,09:05,10.7,29.4,Tuesday,Sunny,Connaught Place
R036,DL1290,09:56,10:00,4.2,23.9,Sunday,Sunny,Noida Sector 18
R020,DL9528,06:00,05:55,-5.0,23.0,Wednesday,Sunny,Saket
R040,DL9056,13:40,13:58,18.9,11.2,Friday,Cloudy,Rajouri Garden
R011,DL3318,06:08,06:24,16.8,9.1,Monday,Sunny,Karol Bagh
R030,DL1476,08:04,08:08,4.9,19.1,Thursday,Rainy,Rohini
R016,DL9750,06:38,06:58,20.6,5.3,Sunday,Rainy,Saket
R024,DL6672,13:10,13:21,11.2,5.2,Thursday,Foggy,Saket
R044,DL1876,10:24,10:26,2.9,10.7,Saturday,Sunny,Lajpat Nagar
R031,DL6129,17:10,17:08,-2.0,20.9,Friday,Rainy,Rohini
R042,DL3344,11:24,11:19,-5.0,26.2,Saturday,Cloudy,Karol Bagh
R037,DL7677,12:47,12:50,3.5,23.2,Tuesday,Cloudy,Saket
R002,DL6171,06:45,06:41,-3.7,5.7,Tuesday,Rainy,Dwarka
R038,DL3076,12:09,12:06,-3.0,17.0,Tuesday,Sunny,Saket
R019,DL4784,15:49,15:57,8.4,12.2,Thursday,Sunny,Rajouri Garden
R039,DL7344,12:26,12:21,-5.0,14.9,Monday,Cloudy,Connaught Place
R006,DL8996,17:16,17:11,-5.0,23.9,Friday,Sunny,Lajpat Nagar
R038,DL1190,10:13,10:19,6.0,28.0,Wednesday,Sunny,Dwarka
R049,DL2702,10:02,10:12,10.9,13.9,Sunday,Cloudy,Noida Sector 18
R021,DL9558,17:13,17:22,9.1,24.7,Friday,Foggy,Connaught Place
R039,DL9764,09:14,09:09,-5.0,14.0,Tuesday,Sunny,Dwarka
R028,DL2569,16:29,16:26,-2.1,21.4,Friday,Cloudy,Rajouri Garden
R006,DL7948,16:04,16:03,-1.0,28.0,Sunday,Cloudy,Lajpat Nagar
R031,DL7682,12:40,12:35,-5.0,7.5,Friday,Sunny,Dwarka
R031,DL3857,11:03,11:08,5.3,6.0,Monday,Cloudy,Saket
R033,DL4673,10:02,10:09,7.1,5.9,Tuesday,Sunny,Lajpat Nagar
R031,DL9696,10:33,10:36,3.1,12.1,Monday,Rainy,Rohini
R015,DL3899,11:47,11:42,-5.0,28.8,Friday,Cloudy,Saket
R011,DL6572,17:08,17:32,24.8,19.5,Tuesday,Rainy,Rohini
R050,DL2824,10:58,10:54,-3.1,17.9,Monday,Sunny,Lajpat Nagar
R027,DL1172,09:13,09:27,14.6,13.8,Sunday,Sunny,Lajpat Nagar
R004,DL5181,06:59,07:18,19.1,27.4,Sunday,Rainy,Dwarka
R045,DL9992,16:16,16:16,0.9,16.9,Wednesday,Sunny,Saket
R017,DL8486,07:58,08:07,9.1,17.4,Wednesday,Cloudy,Connaught Place
R009,DL8857,16:36,16:31,-5.0,9.7,Tuesday,Cloudy,Rajouri Garden
R032,DL7932,12:59,13:00,1.3,13.3,Thursday,Sunny,Rohini
R026,DL7540,15:29,15:38,9.4,6.8,Saturday,Sunny,Dwarka
R025,DL5477,14:09,14:14,5.1,6.7,Monday,Cloudy,Rajouri Garden
R041,DL2751,12:31,12:43,12.1,15.2,Sunday,Foggy,Lajpat Nagar
R016,DL4554,06:03,06:03,0.2,25.3,Tuesday,Sunny,Dwarka
R042,DL5325,09:15,09:29,14.6,22.3,Friday,Rainy,Dwarka
R048,DL5724,07:57,07:52,-4.5,24.3,Wednesday,Sunny,Noida Sector 18
R008,DL6761,15:03,15:12,9.2,26.9,Monday,Sunny,Karol Bagh
R038,DL6294,09:31,09:30,-0.7,18.5,Saturday,Rainy,Lajpat Nagar
R039,DL1085,06:43,06:38,-5.0,5.9,Sunday,Cloudy,Dwarka
R049,DL3118,14:39,14:50,11.9,8.2,Thursday,Sunny,Dwarka
R050,DL9611,17:54,17:49,-5.0,6.4,Monday,Sunny,Lajpat Nagar
R033,DL2490,15:47,15:44,-2.3,29.3,Saturday,Sunny,Rajouri Garden
R043,DL8118,07:05,07:00,-5.0,12.6,Sunday,Rainy,Lajpat Nagar
R013,DL9296,12:45,13:02,17.2,10.8,Sunday,Cloudy,Connaught Place
R002,DL1736,10:41,10:54,13.2,26.2,Friday,Cloudy,Rohini
R010,DL8796,13:08,13:03,-5.0,15.6,Sunday,Sunny,Rajouri Garden
R042,DL9233,09:26,09:21,-5.0,22.8,Saturday,Rainy,Karol Bagh
R038,DL5231,14:45,14:45,0.4,25.4,Friday,Sunny,Dwarka
R025,DL5208,13:28,13:23,-5.0,27.5,Saturday,Sunny,Noida Sector 18
R035,DL7451,12:31,12:50,19.6,25.2,Sunday,Sunny,Karol Bagh
R037,DL3824,09:49,09:44,-5.0,21.5,Tuesday,Sunny,Lajpat Nagar
R039,DL3329,07:32,07:55,23.0,7.0,Saturday,Sunny,Saket
R049,DL2697,11:11,11:19,8.8,9.2,Thursday,Cloudy,Rohini
R006,DL8583,10:19,10:29,10.7,24.5,Monday,Cloudy,Dwarka
R001,DL1916,13:52,13:58,6.1,6.1,Saturday,Rainy,Saket
R047,DL3987,16:05,16:00,-5.0,11.6,Tuesday,Rainy,Rajouri Garden
R046,DL1105,14:59,15:11,12.9,22.9,Monday,Cloudy,Saket
R019,DL9871,11:03,11:08,5.3,24.0,Friday,Cloudy,Saket
R048,DL1228,07:06,07:01,-4.6,17.7,Friday,Rainy,Lajpat Nagar
R006,DL1562,14:55,15:10,15.8,14.2,Tuesday,Sunny,Saket
R046,DL1835,10:37,10:51,15.0,16.5,Sunday,Sunny,Noida Sector 18
R031,DL1766,17:10,17:25,15.9,28.0,Monday,Sunny,Noida Sector 18
R024,DL6655,06:57,07:11,14.2,26.5,Friday,Sunny,Dwarka
R050,DL7221,12:55,12:54,-0.4,11.9,Tuesday,Sunny,Karol Bagh
R011,DL7660,07:30,07:40,10.4,13.6,Sunday,Sunny,Noida Sector 18
R015,DL2667,14:02,14:17,15.6,13.4,Friday,Rainy,Dwarka
R047,DL9945,15:05,15:19,14.4,19.1,Monday,Rainy,Dwarka
R029,DL5886,11:26,11:21,-5.0,28.7,Saturday,Sunny,Dwarka
R036,DL4994,10:30,10:34,4.3,9.1,Sunday,Sunny,Rajouri Garden
R045,DL4906,07:10,07:07,-2.1,24.7,Friday,Cloudy,Lajpat Nagar
R029,DL1106,12:00,12:19,19.4,5.6,Friday,Cloudy,Karol Bagh
R032,DL5857,09:31,09:35,4.4,26.0,Wednesday,Rainy,Saket
R005,DL6619,12:22,12:31,9.5,10.9,Friday,Cloudy,Lajpat Nagar
R040,DL2408,12:11,12:17,6.9,22.6,Saturday,Cloudy,Dwarka
R004,DL1343,12:25,12:43,18.2,29.2,Monday,Rainy,Karol Bagh
R016,DL1477,16:11,16:34,23.2,6.3,Thursday,Sunny,Karol Bagh
R029,DL9113,10:07,10:12,5.4,26.6,Wednesday,Cloudy,Rajouri Garden
R046,DL9517,16:38,16:45,7.4,9.5,Monday,Rainy,Dwarka
R018,DL2538,12:08,12:26,18.9,14.9,Monday,Rainy,Rohini
R021,DL8270,10:38,10:33,-5.0,8.3,Monday,Cloudy,Saket
R045,DL6676,06:09,06:04,-5.0,26.8,Friday,Sunny,Connaught Place
R043,DL7338,13:00,12:58,-1.5,21.8,Saturday,Rainy,Karol Bagh
R025,DL1720,14:13,14:25,12.7,20.6,Sunday,Cloudy,Saket
R003,DL4289,11:57,12:02,5.7,19.3,Saturday,Sunny,Lajpat Nagar
R007,DL5444,15:10,15:08,-1.4,12.2,Saturday,Sunny,Saket
R009,DL6000,13:50,14:07,17.5,12.7,Friday,Sunny,Rajouri Garden
R019,DL3218,15:18,15:13,-5.0,13.4,Friday,Sunny,Saket
R014,DL5872,12:40,12:38,-1.9,23.3,Friday,Rainy,Rajouri Garden
R021,DL5682,07:02,07:05,3.5,24.6,Thursday,Cloudy,Lajpat Nagar
R005,DL8573,07:37,08:00,23.1,12.1,Sunday,Sunny,Rohini
R048,DL6075,16:38,16:36,-1.6,13.3,Monday,Rainy,Rohini
R005,DL9609,13:26,13:36,10.4,6.4,Saturday,Cloudy,Saket
R003,DL4877,08:03,08:06,3.5,21.0,Tuesday,Foggy,Karol Bagh
R044,DL3667,09:17,09:12,-5.0,21.8,Sunday,Sunny,Saket
R030,DL8408,09:51,10:01,10.2,15.5,Sunday,Rainy,Karol Bagh
R007,DL2325,09:12,09:14,2.1,23.8,Thursday,Sunny,Dwarka
R040,DL8041,17:17,17:16,-0.3,11.9,Tuesday,Sunny,Dwarka
R004,DL5496,16:52,16:47,-5.0,15.8,Saturday,Cloudy,Noida Sector 18
R017,DL9087,12:01,12:06,5.8,29.3,Friday,Sunny,Dwarka
R034,DL9320,09:54,10:14,20.1,7.8,Wednesday,Rainy,Lajpat Nagar
R005,DL2054,13:58,13:56,-1.1,22.6,Friday,Cloudy,Connaught Place
R032,DL1717,08:17,08:12,-5.0,15.6,Sunday,Foggy,Noida Sector 18
R048,DL4020,13:24,13:19,-5.0,11.6,Saturday,Rainy,Connaught Place
R011,DL1191,17:19,17:14,-5.0,10.1,Tuesday,Sunny,Rohini
R009,DL1990,11:11,11:14,3.7,12.2,Wednesday,Rainy,Saket
R009,DL8995,16:13,16:18,5.9,21.4,Sunday,Sunny,Rajouri Garden
R036,DL9425,15:49,15:57,9.0,6.9,Saturday,Foggy,Karol Bagh
R019,DL8568,13:20,13:24,4.2,6.9,Friday,Sunny,Rajouri Garden
R039,DL9213,12:00,12:06,6.9,7.3,Saturday,Sunny,Saket
R006,DL9346,10:13,10:32,20.0,20.0,Sunday,Sunny,Lajpat Nagar
R045,DL5784,17:10,17:27,17.5,11.7,Wednesday,Sunny,Dwarka
R017,DL7747,14:29,14:45,16.9,5.4,Sunday,Sunny,Rohini
R040,DL8501,12:43,12:58,15.1,20.3,Tuesday,Sunny,Karol Bagh
R001,DL4835,09:08,09:19,11.6,12.8,Thursday,Sunny,Rajouri Garden
R011,DL1363,16:20,16:15,-5.0,26.7,Sunday,Rainy,Lajpat Nagar
R031,DL7405,09:18,09:20,2.9,28.7,Sunday,Sunny,Rohini
R022,DL3917,07:15,07:22,7.8,19.7,Friday,Sunny,Rajouri Garden
R043,DL1735,06:54,06:50,-3.6,22.5,Tuesday,Sunny,Connaught Place
R011,DL9439,14:30,14:51,22.0,5.4,Tuesday,Sunny,Lajpat Nagar
R019,DL4523,06:37,06:38,1.7,19.6,Wednesday,Rainy,Noida Sector 18
R042,DL7704,14:35,14:30,-5.0,28.9,Tuesday,Sunny,Karol Bagh
R017,DL8627,17:41,17:42,1.1,15.0,Friday,Sunny,Lajpat Nagar
R030,DL9904,15:20,15:29,9.2,21.8,Monday,Rainy,Karol Bagh
R012,DL7757,16:32,16:28,-3.6,29.4,Thursday,Sunny,Rohini
R008,DL5917,06:34,06:37,3.6,23.7,Wednesday,Cloudy,Saket
R037,DL7520,16:31,16:26,-5.0,27.9,Monday,Sunny,Dwarka
R008,DL5077,14:38,14:38,0.6,15.9,Wednesday,Cloudy,Noida Sector 18
R016,DL6145,14:13,14:18,5.2,23.1,Thursday,Rainy,Noida Sector 18
R013,DL5942,09:37,09:41,4.1,20.3,Sunday,Rainy,Connaught Place
R010,DL2649,08:56,09:09,13.1,20.9,Tuesday,Sunny,Karol Bagh
R044,DL3415,11:30,11:25,-4.7,7.3,Tuesday,Rainy,Saket
R041,DL9156,13:08,13:16,8.6,10.0,Tuesday,Cloudy,Dwarka
R024,DL2475,14:54,15:04,10.7,5.3,Wednesday,Sunny,Noida Sector 18
R001,DL8656,07:43,07:41,-2.0,11.2,Wednesday,Cloudy,Noida Sector 18
R027,DL5762,13:53,13:49,-3.7,11.2,Wednesday,Sunny,Dwarka
R045,DL3693,12:21,12:43,22.1,6.6,Monday,Rainy,Noida Sector 18
R029,DL3633,16:29,16:30,2.0,20.2,Friday,Sunny,Dwarka
R040,DL3409,14:22,14:31,9.1,21.8,Friday,Sunny,Dwarka
R010,DL7381,09:44,09:53,9.5,25.6,Saturday,Cloudy,Rohini
R040,DL5888,17:23,17:18,-5.0,28.3,Tuesday,Sunny,Lajpat Nagar
R012,DL9519,17:03,17:10,7.1,20.4,Wednesday,Sunny,Lajpat Nagar
R006,DL8883,08:32,08:38,6.5,23.6,Wednesday,Rainy,Noida Sector 18
R044,DL6850,15:44,16:06,22.1,6.7,Friday,Sunny,Lajpat Nagar
R010,DL5282,16:43,16:49,6.5,14.3,Tuesday,Rainy,Rohini
R041,DL7780,16:11,16:23,12.7,18.5,Sunday,Sunny,Noida Sector 18
R037,DL2269,12:00,12:13,13.1,11.7,Monday,Foggy,Connaught Place
R046,DL9508,13:32,13:34,2.3,21.7,Friday,Rainy,Dwarka
R049,DL7301,14:54,15:20,26.4,24.7,Saturday,Cloudy,Noida Sector 18
R040,DL8357,10:18,10:15,-2.5,11.2,Tuesday,Rainy,Rohini
R041,DL6275,17:21,17:16,-5.0,22.6,Monday,Sunny,Rajouri Garden
R004,DL8326,17:49,17:44,-5.0,21.2,Friday,Rainy,Rohini
R006,DL1286,11:41,11:41,0.2,28.4,Sunday,Sunny,Noida Sector 18
R008,DL8119,10:07,10:02,-5.0,5.5,Monday,Sunny,Rajouri Garden
R023,DL4736,11:43,11:41,-1.9,12.5,Sunday,Sunny,Saket
R014,DL8232,15:11,15:16,5.0,17.3,Wednesday,Sunny,Connaught Place
R001,DL2725,15:38,15:45,7.5,28.2,Tuesday,Sunny,Noida Sector 18
R026,DL5582,17:56,17:57,1.2,15.2,Thursday,Cloudy,Rajouri Garden
R030,DL6903,09:49,09:47,-2.0,21.4,Saturday,Sunny,Connaught Place
R015,DL8521,12:54,12:54,0.1,9.0,Tuesday,Cloudy,Rohini
R023,DL3483,14:51,15:01,10.4,6.8,Friday,Rainy,Saket
R003,DL8372,11:23,11:18,-5.0,27.0,Saturday,Cloudy,Lajpat Nagar
R023,DL1746,08:26,08:24,-1.9,25.4,Friday,Foggy,Karol Bagh
R007,DL9498,09:21,09:29,8.3,12.2,Saturday,Sunny,Rohini
R013,DL1572,14:22,14:27,6.0,12.7,Sunday,Sunny,Saket
R040,DL6562,09:17,09:12,-5.0,18.4,Sunday,Cloudy,Dwarka
R045,DL2872,15:27,15:42,15.5,13.9,Thursday,Rainy,Saket
R005,DL6710,13:51,13:51,0.3,24.7,Friday,Sunny,Saket
R022,DL3087,08:03,07:58,-5.0,12.7,Tuesday,Sunny,Rajouri Garden
R011,DL2429,11:01,10:56,-5.0,17.6,Saturday,Cloudy,Rohini
R030,DL4064,14:53,15:08,15.6,28.5,Saturday,Cloudy,Rohini
R049,DL9240,13:05,13:00,-5.0,17.6,Tuesday,Sunny,Lajpat Nagar
R023,DL7904,09:22,09:31,9.2,9.8,Wednesday,Sunny,Dwarka
R050,DL5076,07:57,08:10,13.5,25.9,Saturday,Rainy,Connaught Place
R041,DL3981,06:19,06:20,1.1,26.5,Saturday,Cloudy,Karol Bagh
R021,DL7463,16:06,16:26,20.9,20.3,Sunday,Sunny,Noida Sector 18
R018,DL1380,12:38,12:33,-4.9,9.0,Sunday,Sunny,Karol Bagh
R016,DL7358,10:49,10:59,10.3,22.3,Sunday,Sunny,Saket
R016,DL9080,15:16,15:22,6.1,10.7,Tuesday,Sunny,Rohini
R018,DL6665,16:38,17:00,22.4,9.0,Monday,Cloudy,Connaught Place
R026,DL7510,07:21,07:23,2.2,7.1,Tuesday,Sunny,Noida Sector 18
R010,DL7753,17:16,17:25,9.2,13.9,Wednesday,Cloudy,Connaught Place
R010,DL9932,15:24,15:30,6.1,7.6,Sunday,Sunny,Lajpat Nagar
R008,DL9844,11:06,11:01,-5.0,20.2,Friday,Sunny,Lajpat Nagar
R038,DL2680,15:47,15:50,3.5,11.1,Friday,Sunny,Rohini
R028,DL4541,06:06,06:05,-0.9,10.9,Saturday,Rainy,Karol Bagh
R025,DL8509,07:15,07:21,6.1,10.5,Saturday,Rainy,Lajpat Nagar
R017,DL9652,10:56,11:05,9.5,18.9,Tuesday,Sunny,Saket
R010,DL8783,17:14,17:32,18.4,15.4,Thursday,Sunny,Dwarka
R002,DL7998,13:28,13:23,-5.0,22.4,Tuesday,Rainy,Noida Sector 18
R043,DL2205,16:17,16:22,5.0,22.6,Monday,Foggy,Rajouri Garden
R042,DL9578,07:31,07:26,-5.0,15.3,Saturday,Sunny,Connaught Place
R036,DL4399,11:31,11:41,10.5,26.8,Monday,Sunny,Karol Bagh
R009,DL3919,12:59,13:26,27.2,7.9,Wednesday,Sunny,Karol Bagh
R015,DL8912,06:16,06:17,1.6,20.1,Saturday,Sunny,Dwarka
R020,DL3284,07:52,07:49,-2.9,8.6,Thursday,Cloudy,Connaught Place
R003,DL2497,17:16,17:16,0.3,22.3,Saturday,Sunny,Karol Bagh
R030,DL2712,15:15,15:10,-5.0,27.4,Tuesday,Cloudy,Saket
R014,DL9288,09:38,09:33,-5.0,10.1,Sunday,Sunny,Noida Sector 18
R008,DL1750,13:31,13:38,7.6,5.5,Wednesday,Cloudy,Noida Sector 18
R039,DL7183,10:54,10:58,4.5,24.8,Saturday,Foggy,Rohini
R026,DL2099,12:05,12:02,-2.6,19.0,Saturday,Sunny,Connaught Place
R028,DL9697,07:30,07:25,-5.0,20.7,Friday,Sunny,Rajouri Garden
R005,DL6461,06:08,06:21,13.4,5.2,Sunday,Sunny,Rohini
R036,DL8766,06:48,07:05,17.4,23.1,Monday,Cloudy,Connaught Place
R004,DL8188,06:29,06:35,6.3,25.5,Friday,Rainy,Karol Bagh
R011,DL4318,09:05,09:00,-5.0,26.1,Saturday,Rainy,Dwarka
R011,DL6672,15:40,15:43,3.1,24.8,Monday,Sunny,Noida Sector 18
R005,DL8842,14:18,14:26,8.3,16.3,Sunday,Sunny,Karol Bagh
R042,DL5102,16:22,16:24,2.0,27.1,Monday,Sunny,Connaught Place
R010,DL2740,18:00,18:03,3.2,16.7,Wednesday,Cloudy,Rajouri Garden
R013,DL6935,15:50,15:48,-2.0,25.1,Friday,Cloudy,Connaught Place
R036,DL7762,08:04,08:06,2.2,27.5,Sunday,Sunny,Connaught Place
R012,DL6428,10:19,10:33,14.4,18.5,Saturday,Rainy,Rohini
R001,DL6001,17:13,17:19,6.9,29.2,Monday,Rainy,Dwarka
R038,DL1270,07:38,07:37,-0.6,6.9,Sunday,Sunny,Noida Sector 18
R024,DL5459,08:12,08:14,2.1,14.4,Friday,Cloudy,Rajouri Garden
R039,DL9056,10:04,10:22,18.5,29.9,Sunday,Sunny,Noida Sector 18
R019,DL3350,11:13,11:08,-5.0,19.0,Saturday,Sunny,Dwarka
R018,DL5388,09:47,09:45,-1.9,13.8,Friday,Sunny,Connaught Place
R026,DL8115,12:06,12:09,3.1,14.3,Sunday,Sunny,Karol Bagh
R026,DL9656,08:44,08:42,-1.2,16.6,Saturday,Sunny,Connaught Place
R049,DL7614,09:45,10:02,17.9,23.1,Wednesday,Sunny,Karol Bagh
R007,DL1023,07:11,07:25,14.7,5.2,Friday,Rainy,Connaught Place
R023,DL3688,06:19,06:21,2.9,10.4,Friday,Rainy,Rohini
R005,DL2374,17:07,17:33,26.1,5.1,Sunday,Sunny,Rohini
R020,DL6162,16:45,16:52,7.7,25.1,Sunday,Sunny,Saket
R004,DL2535,16:54,17:14,20.1,6.7,Tuesday,Sunny,Lajpat Nagar
R012,DL3766,06:03,06:21,19.0,24.2,Thursday,Sunny,Rohini
R010,DL4553,13:56,14:05,9.1,23.8,Sunday,Sunny,Dwarka
R005,DL8314,09:15,09:10,-5.0,25.1,Wednesday,Foggy,Saket
R047,DL8425,06:50,06:55,5.6,21.8,Monday,Cloudy,Rohini
R045,DL2283,11:45,11:42,-2.2,20.5,Wednesday,Sunny,Lajpat Nagar
R005,DL2796,16:37,16:47,10.3,9.9,Sunday,Sunny,Karol Bagh
R020,DL3571,06:35,06:43,8.6,27.3,Sunday,Rainy,Lajpat Nagar
R022,DL8465,11:07,11:14,7.2,24.0,Monday,Cloudy,Saket
R042,DL2064,16:54,17:06,12.8,19.9,Sunday,Sunny,Saket
R038,DL8770,17:33,17:41,8.1,19.5,Friday,Sunny,Noida Sector 18
R049,DL1736,10:28,10:32,4.1,20.8,Monday,Cloudy,Rajouri Garden
R002,DL8846,09:09,09:04,-5.0,22.9,Wednesday,Sunny,Saket
R005,DL8536,08:49,08:47,-1.3,11.8,Wednesday,Sunny,Dwarka
R038,DL5418,11:20,11:15,-5.0,11.0,Thursday,Sunny,Rajouri Garden
R021,DL7744,15:59,16:12,13.5,10.4,Saturday,Foggy,Saket
R043,DL7884,07:24,07:27,3.4,17.7,Thursday,Rainy,Connaught Place
R037,DL2830,09:58,10:05,7.2,9.7,Tuesday,Cloudy,Noida Sector 18
R022,DL9697,14:22,14:22,0.2,14.6,Friday,Cloudy,Dwarka
R007,DL5423,14:16,14:32,16.1,25.5,Monday,Cloudy,Rajouri Garden
R045,DL2223,15:26,15:36,11.0,11.8,Thursday,Cloudy,Noida Sector 18
R039,DL5232,08:13,08:18,6.0,22.3,Tuesday,Rainy,Dwarka
R043,DL8327,07:43,07:47,4.5,20.9,Saturday,Sunny,Karol Bagh
R033,DL5521,15:46,15:42,-3.2,13.1,Sunday,Cloudy,Noida Sector 18
R018,DL3348,16:42,16:40,-1.1,22.4,Friday,Rainy,Rohini
R022,DL2833,12:27,12:22,-5.0,10.5,Monday,Rainy,Saket
R018,DL2688,13:32,13:43,11.2,21.5,Sunday,Cloudy,Rajouri Garden
R033,DL8219,10:33,10:45,12.1,25.4,Sunday,Sunny,Saket
R003,DL6322,12:03,12:15,12.6,9.7,Monday,Sunny,Rajouri Garden
R038,DL7379,11:38,11:33,-4.5,7.2,Thursday,Sunny,Lajpat Nagar
R036,DL3000,13:02,13:21,19.3,15.8,Sunday,Sunny,Rohini
R041,DL1026,07:22,07:23,1.7,5.8,Friday,Sunny,Karol Bagh
R003,DL4834,15:15,15:24,9.9,18.9,Tuesday,Cloudy,Lajpat Nagar
R023,DL7279,07:13,07:08,-5.0,6.0,Tuesday,Sunny,Noida Sector 18
R046,DL3342,08:51,09:07,16.6,27.4,Thursday,Sunny,Dwarka
R030,DL6035,16:06,16:17,11.7,27.2,Monday,Cloudy,Rohini
R023,DL3652,09:32,09:34,2.1,29.9,Saturday,Rainy,Connaught Place
R004,DL8620,06:45,06:45,0.3,25.6,Tuesday,Rainy,Rajouri Garden
